filename,ride_id,frame_ts,lat,lon,vegetation,water,city,unsure,reject
DJI_0392_frame_00055.jpg,DJI_0392,55.0,,,1,0,0,0,0
DJI_0392_frame_00056.jpg,DJI_0392,56.0,,,1,0,0,0,0
DJI_0392_frame_00057.jpg,DJI_0392,57.0,,,1,0,0,0,0
DJI_0392_frame_00058.jpg,DJI_0392,58.0,,,1,0,0,0,0
DJI_0392_frame_00059.jpg,DJI_0392,59.0,,,1,0,0,0,0
DJI_0392_frame_00060.jpg,DJI_0392,60.0,,,1,0,0,0,0
DJI_0392_frame_00061.jpg,DJI_0392,61.0,,,1,0,0,0,0
DJI_0392_frame_00062.jpg,DJI_0392,62.0,,,1,0,0,0,0
DJI_0392_frame_00063.jpg,DJI_0392,63.0,,,1,0,0,0,0
DJI_0392_frame_00064.jpg,DJI_0392,64.0,,,1,0,0,0,0
DJI_0392_frame_00065.jpg,DJI_0392,65.0,,,1,0,0,0,0
DJI_0392_frame_00066.jpg,DJI_0392,66.0,,,1,0,0,0,0
DJI_0392_frame_00067.jpg,DJI_0392,67.0,,,1,0,0,0,0
DJI_0392_frame_00068.jpg,DJI_0392,68.0,,,1,0,0,0,0
DJI_0392_frame_00069.jpg,DJI_0392,69.0,,,1,0,0,0,0
DJI_0392_frame_00070.jpg,DJI_0392,70.0,,,1,0,0,0,0
DJI_0392_frame_00071.jpg,DJI_0392,71.0,,,1,0,0,0,0
DJI_0392_frame_00072.jpg,DJI_0392,72.0,,,1,0,1,0,0
DJI_0392_frame_00073.jpg,DJI_0392,73.0,,,1,0,1,0,0
DJI_0392_frame_00074.jpg,DJI_0392,74.0,,,0,0,1,0,0
DJI_0392_frame_00075.jpg,DJI_0392,75.0,,,1,0,1,0,0
DJI_0392_frame_00076.jpg,DJI_0392,76.0,,,0,0,1,0,0
DJI_0392_frame_00077.jpg,DJI_0392,77.0,,,0,0,1,0,0
DJI_0392_frame_00078.jpg,DJI_0392,78.0,,,0,0,1,0,0
DJI_0392_frame_00079.jpg,DJI_0392,79.0,,,0,0,1,0,0
DJI_0392_frame_00080.jpg,DJI_0392,80.0,,,1,0,1,0,0
DJI_0392_frame_00081.jpg,DJI_0392,81.0,,,1,0,1,1,0
DJI_0392_frame_00082.jpg,DJI_0392,82.0,,,1,0,0,0,0
DJI_0392_frame_00083.jpg,DJI_0392,83.0,,,1,0,0,0,0
DJI_0392_frame_00084.jpg,DJI_0392,84.0,,,1,0,0,0,0
DJI_0392_frame_00085.jpg,DJI_0392,85.0,,,1,0,0,0,0
DJI_0392_frame_00086.jpg,DJI_0392,86.0,,,1,0,0,0,0
DJI_0392_frame_00087.jpg,DJI_0392,87.0,,,1,0,0,0,0
DJI_0392_frame_00088.jpg,DJI_0392,88.0,,,1,0,0,0,0
DJI_0392_frame_00089.jpg,DJI_0392,89.0,,,1,0,0,0,0
DJI_0392_frame_00090.jpg,DJI_0392,90.0,,,1,0,0,0,0
DJI_0392_frame_00091.jpg,DJI_0392,91.0,,,1,0,0,0,0
DJI_0392_frame_00092.jpg,DJI_0392,92.0,,,1,0,0,0,0
DJI_0393_frame_00000.jpg,DJI_0393,0.0,,,1,0,0,0,0
DJI_0393_frame_00001.jpg,DJI_0393,1.0,,,1,0,0,0,0
DJI_0393_frame_00002.jpg,DJI_0393,2.0,,,1,0,0,0,0
DJI_0393_frame_00003.jpg,DJI_0393,3.0,,,1,0,0,0,0
DJI_0393_frame_00004.jpg,DJI_0393,4.0,,,1,0,0,0,0
DJI_0393_frame_00005.jpg,DJI_0393,5.0,,,1,0,0,0,0
DJI_0393_frame_00006.jpg,DJI_0393,6.0,,,1,0,0,0,0
DJI_0393_frame_00007.jpg,DJI_0393,7.0,,,1,0,0,0,0
DJI_0393_frame_00008.jpg,DJI_0393,8.0,,,1,0,0,0,0
DJI_0393_frame_00009.jpg,DJI_0393,9.0,,,1,0,0,0,0
DJI_0393_frame_00010.jpg,DJI_0393,10.0,,,1,0,0,0,0
DJI_0393_frame_00011.jpg,DJI_0393,11.0,,,1,0,0,0,0
DJI_0393_frame_00012.jpg,DJI_0393,12.0,,,1,0,0,0,0
DJI_0393_frame_00013.jpg,DJI_0393,13.0,,,1,0,0,0,0
DJI_0393_frame_00014.jpg,DJI_0393,14.0,,,0,0,1,0,0
DJI_0393_frame_00015.jpg,DJI_0393,15.0,,,1,0,0,0,0
DJI_0393_frame_00016.jpg,DJI_0393,16.0,,,1,0,0,0,0
DJI_0393_frame_00017.jpg,DJI_0393,17.0,,,1,0,0,0,0
DJI_0393_frame_00018.jpg,DJI_0393,18.0,,,1,0,0,0,0
DJI_0393_frame_00019.jpg,DJI_0393,19.0,,,1,0,0,0,0
DJI_0393_frame_00020.jpg,DJI_0393,20.0,,,1,0,0,0,0
DJI_0393_frame_00021.jpg,DJI_0393,21.0,,,1,0,0,0,0
DJI_0393_frame_00022.jpg,DJI_0393,22.0,,,1,0,0,0,0
DJI_0393_frame_00023.jpg,DJI_0393,23.0,,,1,0,0,0,0
DJI_0393_frame_00024.jpg,DJI_0393,24.0,,,1,0,0,0,0
DJI_0393_frame_00025.jpg,DJI_0393,25.0,,,1,0,0,0,0
DJI_0393_frame_00026.jpg,DJI_0393,26.0,,,1,0,0,0,0
DJI_0393_frame_00027.jpg,DJI_0393,27.0,,,1,0,0,0,0
DJI_0393_frame_00028.jpg,DJI_0393,28.0,,,1,0,0,0,0
DJI_0393_frame_00029.jpg,DJI_0393,29.0,,,1,0,0,0,0
DJI_0393_frame_00030.jpg,DJI_0393,30.0,,,1,0,0,0,0
DJI_0393_frame_00031.jpg,DJI_0393,31.0,,,1,0,0,0,0
DJI_0393_frame_00032.jpg,DJI_0393,32.0,,,1,0,0,0,0
DJI_0393_frame_00033.jpg,DJI_0393,33.0,,,1,0,0,0,0
DJI_0393_frame_00034.jpg,DJI_0393,34.0,,,1,0,0,0,0
DJI_0393_frame_00035.jpg,DJI_0393,35.0,,,1,1,0,0,0
DJI_0393_frame_00036.jpg,DJI_0393,36.0,,,1,0,0,0,0
DJI_0393_frame_00037.jpg,DJI_0393,37.0,,,1,0,0,0,0
DJI_0393_frame_00038.jpg,DJI_0393,38.0,,,1,0,0,0,0
DJI_0393_frame_00039.jpg,DJI_0393,39.0,,,1,0,0,0,0
DJI_0393_frame_00040.jpg,DJI_0393,40.0,,,1,0,0,0,0
DJI_0393_frame_00041.jpg,DJI_0393,41.0,,,1,1,0,0,0
DJI_0393_frame_00042.jpg,DJI_0393,42.0,,,1,0,0,0,0
DJI_0393_frame_00043.jpg,DJI_0393,43.0,,,1,0,0,0,0
DJI_0393_frame_00044.jpg,DJI_0393,44.0,,,1,1,0,0,0
DJI_0393_frame_00045.jpg,DJI_0393,45.0,,,1,0,0,0,0
DJI_0393_frame_00046.jpg,DJI_0393,46.0,,,1,1,0,0,0
DJI_0393_frame_00047.jpg,DJI_0393,47.0,,,1,1,0,0,0
DJI_0393_frame_00048.jpg,DJI_0393,48.0,,,1,1,0,0,0
DJI_0393_frame_00049.jpg,DJI_0393,49.0,,,1,0,0,0,0
DJI_0393_frame_00050.jpg,DJI_0393,50.0,,,1,0,0,0,0
DJI_0393_frame_00051.jpg,DJI_0393,51.0,,,1,0,0,0,0
DJI_0393_frame_00052.jpg,DJI_0393,52.0,,,1,0,0,0,0
DJI_0393_frame_00053.jpg,DJI_0393,53.0,,,1,0,0,0,0
DJI_0393_frame_00054.jpg,DJI_0393,54.0,,,1,0,0,0,0
DJI_0393_frame_00055.jpg,DJI_0393,55.0,,,1,0,0,0,0
DJI_0393_frame_00056.jpg,DJI_0393,56.0,,,1,0,0,0,0
DJI_0393_frame_00057.jpg,DJI_0393,57.0,,,1,0,0,0,0
DJI_0393_frame_00058.jpg,DJI_0393,58.0,,,1,0,0,0,0
DJI_0393_frame_00059.jpg,DJI_0393,59.0,,,1,0,0,0,0
DJI_0393_frame_00060.jpg,DJI_0393,60.0,,,1,0,0,0,0
DJI_0393_frame_00061.jpg,DJI_0393,61.0,,,1,0,1,0,0
DJI_0393_frame_00062.jpg,DJI_0393,62.0,,,1,0,1,0,0
DJI_0393_frame_00063.jpg,DJI_0393,63.0,,,1,0,0,1,0
DJI_0393_frame_00064.jpg,DJI_0393,64.0,,,1,0,0,1,0
DJI_0393_frame_00065.jpg,DJI_0393,65.0,,,1,0,0,1,0
DJI_0393_frame_00066.jpg,DJI_0393,66.0,,,1,0,0,1,0
DJI_0393_frame_00067.jpg,DJI_0393,67.0,,,0,0,1,0,0
DJI_0393_frame_00068.jpg,DJI_0393,68.0,,,0,0,1,0,0
DJI_0393_frame_00069.jpg,DJI_0393,69.0,,,0,0,1,1,0
DJI_0393_frame_00070.jpg,DJI_0393,70.0,,,0,0,1,0,0
DJI_0393_frame_00071.jpg,DJI_0393,71.0,,,0,0,1,0,0
DJI_0393_frame_00072.jpg,DJI_0393,72.0,,,0,0,1,0,0
DJI_0393_frame_00073.jpg,DJI_0393,73.0,,,1,0,1,0,0
DJI_0393_frame_00074.jpg,DJI_0393,74.0,,,1,0,1,0,0
DJI_0393_frame_00075.jpg,DJI_0393,75.0,,,0,0,1,0,0
DJI_0393_frame_00076.jpg,DJI_0393,76.0,,,0,0,1,0,0
DJI_0393_frame_00077.jpg,DJI_0393,77.0,,,0,0,1,0,0
DJI_0393_frame_00078.jpg,DJI_0393,78.0,,,0,0,1,0,0
DJI_0393_frame_00079.jpg,DJI_0393,79.0,,,0,0,1,0,0
DJI_0393_frame_00080.jpg,DJI_0393,80.0,,,0,0,1,0,0
DJI_0393_frame_00081.jpg,DJI_0393,81.0,,,0,0,1,0,0
DJI_0393_frame_00082.jpg,DJI_0393,82.0,,,0,0,1,0,0
DJI_0393_frame_00083.jpg,DJI_0393,83.0,,,0,0,1,0,0
DJI_0393_frame_00084.jpg,DJI_0393,84.0,,,0,0,1,0,0
DJI_0393_frame_00085.jpg,DJI_0393,85.0,,,1,0,1,0,0
DJI_0393_frame_00086.jpg,DJI_0393,86.0,,,1,0,1,0,0
DJI_0393_frame_00087.jpg,DJI_0393,87.0,,,1,0,0,0,0
DJI_0393_frame_00088.jpg,DJI_0393,88.0,,,1,1,0,0,0
DJI_0393_frame_00089.jpg,DJI_0393,89.0,,,1,0,0,0,0
DJI_0393_frame_00090.jpg,DJI_0393,90.0,,,1,1,0,0,0
DJI_0393_frame_00091.jpg,DJI_0393,91.0,,,1,1,0,0,0
DJI_0393_frame_00092.jpg,DJI_0393,92.0,,,1,0,0,0,0
DJI_0394_frame_00000.jpg,DJI_0394,0.0,,,1,0,0,0,0
DJI_0394_frame_00001.jpg,DJI_0394,1.0,,,1,0,0,0,0
DJI_0394_frame_00002.jpg,DJI_0394,2.0,,,1,0,0,0,0
DJI_0394_frame_00003.jpg,DJI_0394,3.0,,,1,0,0,0,0
DJI_0394_frame_00004.jpg,DJI_0394,4.0,,,1,0,0,0,0
DJI_0394_frame_00005.jpg,DJI_0394,5.0,,,1,0,0,0,0
DJI_0394_frame_00006.jpg,DJI_0394,6.0,,,1,0,0,0,0
DJI_0394_frame_00007.jpg,DJI_0394,7.0,,,1,1,0,0,0
DJI_0394_frame_00008.jpg,DJI_0394,8.0,,,1,1,0,0,0
DJI_0394_frame_00009.jpg,DJI_0394,9.0,,,1,0,0,0,0
DJI_0394_frame_00010.jpg,DJI_0394,10.0,,,1,0,0,0,0
DJI_0394_frame_00011.jpg,DJI_0394,11.0,,,1,0,0,0,0
DJI_0394_frame_00012.jpg,DJI_0394,12.0,,,1,1,0,0,0
DJI_0394_frame_00013.jpg,DJI_0394,13.0,,,1,0,0,0,0
DJI_0394_frame_00014.jpg,DJI_0394,14.0,,,1,0,0,0,0
DJI_0394_frame_00015.jpg,DJI_0394,15.0,,,1,0,0,0,0
DJI_0394_frame_00016.jpg,DJI_0394,16.0,,,1,1,0,0,0
DJI_0394_frame_00017.jpg,DJI_0394,17.0,,,1,1,0,0,0
DJI_0394_frame_00018.jpg,DJI_0394,18.0,,,1,1,0,0,0
DJI_0394_frame_00019.jpg,DJI_0394,19.0,,,1,0,0,0,0
DJI_0394_frame_00020.jpg,DJI_0394,20.0,,,1,0,0,0,0
DJI_0394_frame_00021.jpg,DJI_0394,21.0,,,1,0,0,0,0
DJI_0394_frame_00022.jpg,DJI_0394,22.0,,,1,0,0,0,0
DJI_0394_frame_00023.jpg,DJI_0394,23.0,,,1,0,0,0,0
DJI_0394_frame_00024.jpg,DJI_0394,24.0,,,1,0,0,0,0
DJI_0394_frame_00025.jpg,DJI_0394,25.0,,,1,0,0,0,0
DJI_0394_frame_00026.jpg,DJI_0394,26.0,,,1,0,0,0,0
DJI_0394_frame_00027.jpg,DJI_0394,27.0,,,1,0,0,0,0
DJI_0394_frame_00028.jpg,DJI_0394,28.0,,,1,0,0,0,0
DJI_0394_frame_00029.jpg,DJI_0394,29.0,,,1,0,0,0,0
DJI_0394_frame_00030.jpg,DJI_0394,30.0,,,1,0,0,0,0
DJI_0394_frame_00031.jpg,DJI_0394,31.0,,,1,0,0,0,0
DJI_0394_frame_00032.jpg,DJI_0394,32.0,,,1,0,0,0,0
DJI_0394_frame_00033.jpg,DJI_0394,33.0,,,1,0,0,0,0
DJI_0394_frame_00034.jpg,DJI_0394,34.0,,,1,0,0,0,0
DJI_0394_frame_00035.jpg,DJI_0394,35.0,,,1,0,0,0,0
DJI_0394_frame_00036.jpg,DJI_0394,36.0,,,1,0,0,0,0
DJI_0394_frame_00037.jpg,DJI_0394,37.0,,,1,0,0,0,0
DJI_0394_frame_00038.jpg,DJI_0394,38.0,,,1,0,0,0,0
DJI_0394_frame_00039.jpg,DJI_0394,39.0,,,1,0,0,0,0
DJI_0394_frame_00040.jpg,DJI_0394,40.0,,,1,0,0,0,0
DJI_0394_frame_00041.jpg,DJI_0394,41.0,,,1,0,0,0,0
DJI_0394_frame_00042.jpg,DJI_0394,42.0,,,1,0,0,0,0
DJI_0394_frame_00043.jpg,DJI_0394,43.0,,,1,1,0,0,0
DJI_0394_frame_00044.jpg,DJI_0394,44.0,,,1,0,0,0,0
DJI_0394_frame_00045.jpg,DJI_0394,45.0,,,1,0,0,0,0
DJI_0394_frame_00046.jpg,DJI_0394,46.0,,,1,0,0,0,0
DJI_0394_frame_00047.jpg,DJI_0394,47.0,,,1,0,0,0,0
DJI_0394_frame_00048.jpg,DJI_0394,48.0,,,1,0,0,0,0
DJI_0394_frame_00049.jpg,DJI_0394,49.0,,,1,0,0,0,0
DJI_0394_frame_00050.jpg,DJI_0394,50.0,,,1,0,0,0,0
DJI_0394_frame_00051.jpg,DJI_0394,51.0,,,1,1,0,0,0
DJI_0394_frame_00052.jpg,DJI_0394,52.0,,,1,1,0,0,0
DJI_0394_frame_00053.jpg,DJI_0394,53.0,,,1,1,0,0,0
DJI_0394_frame_00054.jpg,DJI_0394,54.0,,,1,0,0,0,0
DJI_0394_frame_00055.jpg,DJI_0394,55.0,,,1,0,0,0,0
DJI_0394_frame_00056.jpg,DJI_0394,56.0,,,1,0,0,0,0
DJI_0394_frame_00057.jpg,DJI_0394,57.0,,,1,0,0,0,0
DJI_0394_frame_00058.jpg,DJI_0394,58.0,,,1,0,0,0,0
DJI_0394_frame_00059.jpg,DJI_0394,59.0,,,1,0,0,0,0
DJI_0394_frame_00060.jpg,DJI_0394,60.0,,,1,0,0,0,0
DJI_0394_frame_00061.jpg,DJI_0394,61.0,,,1,0,0,0,0
DJI_0394_frame_00062.jpg,DJI_0394,62.0,,,1,0,0,0,0
DJI_0395_frame_00000.jpg,DJI_0395,0.0,,,1,0,0,0,0
DJI_0395_frame_00001.jpg,DJI_0395,1.0,,,1,0,0,0,0
DJI_0395_frame_00002.jpg,DJI_0395,2.0,,,1,0,0,1,0
DJI_0395_frame_00003.jpg,DJI_0395,3.0,,,1,0,0,1,0
DJI_0395_frame_00004.jpg,DJI_0395,4.0,,,0,0,1,0,0
DJI_0395_frame_00005.jpg,DJI_0395,5.0,,,0,0,1,0,0
DJI_0395_frame_00006.jpg,DJI_0395,6.0,,,0,0,1,0,0
DJI_0395_frame_00007.jpg,DJI_0395,7.0,,,0,0,1,0,0
DJI_0395_frame_00008.jpg,DJI_0395,8.0,,,0,0,1,0,0
DJI_0395_frame_00009.jpg,DJI_0395,9.0,,,1,0,1,0,0
DJI_0395_frame_00010.jpg,DJI_0395,10.0,,,0,0,1,0,0
DJI_0395_frame_00011.jpg,DJI_0395,11.0,,,0,0,1,0,0
DJI_0395_frame_00012.jpg,DJI_0395,12.0,,,0,0,1,0,0
DJI_0395_frame_00013.jpg,DJI_0395,13.0,,,0,0,1,0,0
DJI_0395_frame_00014.jpg,DJI_0395,14.0,,,0,0,1,0,0
DJI_0395_frame_00015.jpg,DJI_0395,15.0,,,0,0,1,1,0
DJI_0395_frame_00016.jpg,DJI_0395,16.0,,,1,0,1,0,0
DJI_0395_frame_00017.jpg,DJI_0395,17.0,,,1,0,1,0,0
DJI_0395_frame_00018.jpg,DJI_0395,18.0,,,0,0,1,0,0
DJI_0395_frame_00019.jpg,DJI_0395,19.0,,,0,0,1,1,0
DJI_0395_frame_00020.jpg,DJI_0395,20.0,,,0,0,1,0,0
DJI_0395_frame_00021.jpg,DJI_0395,21.0,,,0,0,1,0,0
DJI_0395_frame_00022.jpg,DJI_0395,22.0,,,0,0,1,0,0
DJI_0395_frame_00023.jpg,DJI_0395,23.0,,,0,0,1,0,0
DJI_0395_frame_00024.jpg,DJI_0395,24.0,,,0,0,1,0,0
DJI_0395_frame_00025.jpg,DJI_0395,25.0,,,0,0,1,0,0
DJI_0395_frame_00026.jpg,DJI_0395,26.0,,,1,0,1,0,0
DJI_0395_frame_00027.jpg,DJI_0395,27.0,,,1,0,1,0,0
DJI_0395_frame_00028.jpg,DJI_0395,28.0,,,1,0,0,0,0
DJI_0395_frame_00029.jpg,DJI_0395,29.0,,,1,0,0,0,0
DJI_0395_frame_00030.jpg,DJI_0395,30.0,,,1,0,0,0,0
DJI_0395_frame_00031.jpg,DJI_0395,31.0,,,1,0,0,0,0
DJI_0395_frame_00032.jpg,DJI_0395,32.0,,,1,0,0,0,0
DJI_0395_frame_00033.jpg,DJI_0395,33.0,,,1,0,0,0,0
DJI_0395_frame_00034.jpg,DJI_0395,34.0,,,1,0,0,0,0
DJI_0395_frame_00035.jpg,DJI_0395,35.0,,,1,0,0,0,0
DJI_0395_frame_00036.jpg,DJI_0395,36.0,,,1,0,0,0,0
DJI_0395_frame_00037.jpg,DJI_0395,37.0,,,1,0,0,0,0
DJI_0395_frame_00038.jpg,DJI_0395,38.0,,,1,0,0,0,0
DJI_0395_frame_00039.jpg,DJI_0395,39.0,,,1,0,0,0,0
DJI_0395_frame_00040.jpg,DJI_0395,40.0,,,1,0,0,0,0
DJI_0395_frame_00041.jpg,DJI_0395,41.0,,,1,0,0,0,0
DJI_0395_frame_00042.jpg,DJI_0395,42.0,,,1,0,0,0,0
DJI_0395_frame_00043.jpg,DJI_0395,43.0,,,1,0,0,0,0
DJI_0395_frame_00044.jpg,DJI_0395,44.0,,,1,0,0,0,0
DJI_0395_frame_00045.jpg,DJI_0395,45.0,,,1,0,0,0,0
DJI_0395_frame_00046.jpg,DJI_0395,46.0,,,1,0,0,0,0
DJI_0395_frame_00047.jpg,DJI_0395,47.0,,,1,0,0,0,0
DJI_0395_frame_00048.jpg,DJI_0395,48.0,,,1,0,0,0,0
DJI_0395_frame_00049.jpg,DJI_0395,49.0,,,1,0,0,0,0
DJI_0395_frame_00050.jpg,DJI_0395,50.0,,,1,0,0,0,0
DJI_0395_frame_00051.jpg,DJI_0395,51.0,,,1,0,0,0,0
DJI_0395_frame_00052.jpg,DJI_0395,52.0,,,1,0,0,0,0
DJI_0395_frame_00053.jpg,DJI_0395,53.0,,,1,0,0,0,0
DJI_0395_frame_00054.jpg,DJI_0395,54.0,,,1,0,0,0,0
DJI_0395_frame_00055.jpg,DJI_0395,55.0,,,1,0,0,0,0
DJI_0395_frame_00056.jpg,DJI_0395,56.0,,,1,0,0,0,0
DJI_0395_frame_00057.jpg,DJI_0395,57.0,,,1,0,0,0,0
DJI_0395_frame_00058.jpg,DJI_0395,58.0,,,1,0,0,0,0
DJI_0395_frame_00059.jpg,DJI_0395,59.0,,,1,0,0,0,0
DJI_0395_frame_00060.jpg,DJI_0395,60.0,,,1,0,0,0,0
DJI_0395_frame_00061.jpg,DJI_0395,61.0,,,1,0,0,0,0
DJI_0395_frame_00062.jpg,DJI_0395,62.0,,,1,0,0,0,0
DJI_0395_frame_00063.jpg,DJI_0395,63.0,,,1,0,0,0,0
DJI_0395_frame_00064.jpg,DJI_0395,64.0,,,1,0,0,0,0
DJI_0395_frame_00065.jpg,DJI_0395,65.0,,,1,0,0,0,0
DJI_0395_frame_00066.jpg,DJI_0395,66.0,,,1,0,0,0,0
DJI_0395_frame_00067.jpg,DJI_0395,67.0,,,1,0,0,0,0
DJI_0395_frame_00068.jpg,DJI_0395,68.0,,,1,0,0,0,0
DJI_0395_frame_00069.jpg,DJI_0395,69.0,,,1,0,0,0,0
DJI_0395_frame_00070.jpg,DJI_0395,70.0,,,1,0,0,0,0
DJI_0395_frame_00071.jpg,DJI_0395,71.0,,,1,0,0,0,0
DJI_0395_frame_00072.jpg,DJI_0395,72.0,,,1,0,0,0,0
DJI_0395_frame_00073.jpg,DJI_0395,73.0,,,1,0,0,0,0
DJI_0395_frame_00074.jpg,DJI_0395,74.0,,,1,0,0,0,0
DJI_0395_frame_00075.jpg,DJI_0395,75.0,,,1,0,0,0,0
DJI_0395_frame_00076.jpg,DJI_0395,76.0,,,1,0,0,0,0
DJI_0395_frame_00077.jpg,DJI_0395,77.0,,,1,0,0,0,0
DJI_0395_frame_00078.jpg,DJI_0395,78.0,,,1,0,0,0,0
DJI_0395_frame_00079.jpg,DJI_0395,79.0,,,1,0,0,0,0
DJI_0395_frame_00080.jpg,DJI_0395,80.0,,,1,0,0,0,0
DJI_0395_frame_00081.jpg,DJI_0395,81.0,,,1,0,0,0,0
DJI_0395_frame_00082.jpg,DJI_0395,82.0,,,1,0,0,0,0
DJI_0395_frame_00083.jpg,DJI_0395,83.0,,,1,0,0,0,0
DJI_0395_frame_00084.jpg,DJI_0395,84.0,,,1,0,0,0,0
DJI_0395_frame_00085.jpg,DJI_0395,85.0,,,1,0,0,0,0
DJI_0395_frame_00086.jpg,DJI_0395,86.0,,,1,0,0,0,0
DJI_0395_frame_00087.jpg,DJI_0395,87.0,,,1,0,0,0,0
DJI_0395_frame_00088.jpg,DJI_0395,88.0,,,1,0,0,0,0
DJI_0395_frame_00089.jpg,DJI_0395,89.0,,,1,0,0,0,0
DJI_0395_frame_00090.jpg,DJI_0395,90.0,,,1,0,0,0,0
DJI_0395_frame_00091.jpg,DJI_0395,91.0,,,1,0,0,0,0
DJI_0395_frame_00092.jpg,DJI_0395,92.0,,,1,0,0,0,0
DJI_0396_frame_00000.jpg,DJI_0396,0.0,,,1,0,0,0,0
DJI_0396_frame_00001.jpg,DJI_0396,1.0,,,1,0,0,0,0
DJI_0396_frame_00002.jpg,DJI_0396,2.0,,,1,0,0,0,0
DJI_0396_frame_00003.jpg,DJI_0396,3.0,,,1,0,0,0,0
DJI_0396_frame_00004.jpg,DJI_0396,4.0,,,1,0,0,0,0
DJI_0396_frame_00005.jpg,DJI_0396,5.0,,,1,0,0,0,0
DJI_0396_frame_00006.jpg,DJI_0396,6.0,,,1,0,0,0,0
DJI_0396_frame_00007.jpg,DJI_0396,7.0,,,1,0,0,0,0
